what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393894467505
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393894796233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393894825535
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1393894829423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1393894850138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393894859418
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393895211551
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393895228152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393895582675
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393895584842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393895594110
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393895610377
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393895610604
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393895612006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393895615073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393895617597
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393895617986
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393895618040
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1393895621967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1393895625905
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1393895626996
