what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331077133
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358331078867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331080751
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331088298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331089892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331099451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331106549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331109702
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358331111178
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331117254
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1358331118940
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331119891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331120333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331123092
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331125400
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331127072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358331128978
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358331156063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331171391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331227218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331246118
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331277006
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358331277031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331277993
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331420849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331426135
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331427446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331444524
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331471081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331476515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331478028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331493857
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331494916
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331517157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331522820
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331525257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331537237
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331544874
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331545281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331550916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331561856
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331562937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331567661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331578754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331598970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331602727
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331607872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331611068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331614491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331631462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331633903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358331657508
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331673207
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331784523
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358331784534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331793852
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331809437
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358331809460
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1358331849445
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1358331849460
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1358331849468
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1358331849490
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1358331849494
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1358331849531
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1358331849532
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1358331849658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331860353
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331886872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331889223
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331899363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331899532
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358331914421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358331928488
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1358331941006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1358331947215
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358331949376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358331953540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331954680
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331954821
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1358331959959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358331960608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332014287
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1358332018022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358332019768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358332028337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332039132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332040427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332046501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332047514
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332053061
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332054464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332067704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332638729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332640878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332644186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332695001
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332698636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332715184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332716975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332728806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332979306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358332983222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358333158842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358333200884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358333202699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1358333207969
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1358333208558
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358333210984
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1358333214857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358333223953
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358333275124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358333275856
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358334492243
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358334493069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358334496441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358334501701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358334504131
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340432285
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340432354
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340436586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340450459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340607061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340611844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340618802
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1358340618813
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340621960
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340633927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340759678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358340835120
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341045776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341594451
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341686303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341687682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341701277
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341719566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341744289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341831240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341925169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341946255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341955964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341962562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341973262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358341998721
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342036771
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342057791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342066177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342149408
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342180445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342311341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342422560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342487167
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342631084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342656672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342717756
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342730739
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342764163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342819141
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342825480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342841599
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342842720
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342849854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342892912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358342927734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1358342928792
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1358342929466
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1358342931419
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358343049462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358343059612
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358343061264
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351195232
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351203528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351656540
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351662915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351882725
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351898388
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351925119
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351939741
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351947711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1358351952600
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351953110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1358351953126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358351958504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352003949
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352052118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352055067
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352095862
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1358352095880
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1358352095983
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1358352096129
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1358352096682
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352103157
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352121309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1358352121318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.import",1358352121318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352129427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352154378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352155332
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352156610
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1358352156754
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1358352157005
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1358352157012
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1358352157021
