what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378125484415
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378125485814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378125491575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378125493632
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378125495809
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378125499138
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378125502615
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378125580562
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378125580575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378125584484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378125586424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378125591216
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378125594384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378125595114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378125678697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378125679860
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378127206397
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378127209089
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1378127211145
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378127220233
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378127224261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378127225723
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378127311766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378127312995
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378127314523
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378127317947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378127320275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378127395548
